Season,Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
2025-2026,Kobbie Mainoo - English,21,,Budimir Vujacic (2/11/2026),"DM, M (RC), AM (C)",Man UFC - English Premier Division,,,96000000.0,134000000.0,50.0,1.93,36.0,58.0,62.0,0.64,58.0,0.38,7.0,0.38,0.0,0.0,12.0,,,,,6.27,117.0,2.73,51.0,9.86,184.0,11.95,7.08,51.24,956.0,57.95,1081.0,88.0,1.39,26.0,0.0,0.0,0.38,7.0,0.0,0.0,0.0,0.05,1.0,1.39,26.0,0.05,2.3,43.0,13.13,58.0,1.55,29.0,1.13,0.0,0.0,,,,0.07,0.96,18.0,8.4,156.0,0.0,0.0,0.38,7.0,,17.0,0.96,18.0,8.0,0.43,0.38,7.0,0.27,2.68,38.0,21.0,2.0,0.79,,2.04,1.02,,38.0,17.0,,1.0,1.87,1.0,,0.0,,,,0.0,0.04,0.79,906.0,,44.18,1679.0,,,,,,,,0.11,,,2.0,21.0,,9.0,8.0,55.0,21.0,13.0,0.04,1.21,0.17,3.13,,6.93,839.5,5.0,- - -,14.0
2025-2026,Travis Akomeah - English,20,,,D (C),Peterborough - Sky Bet League One,,,Not for Sale,Not for Sale,40.0,1.0,5.0,6.0,83.0,0.8,0.0,0.0,0.0,0.6,0.6,3.0,4.0,,,,,4.8,24.0,0.4,2.0,2.4,12.0,15.4,3.0,49.8,249.0,56.0,280.0,89.0,0.2,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0,0.6,1.2,6.0,6.0,75.0,6.0,30.0,2.0,0.0,1.0,,,,0.03,0.2,1.0,7.5,37.4,0.0,0.0,0.2,1.0,,,2.2,11.0,1.0,0.2,0.6,3.0,,8.0,5.0,0.0,0.0,0.11,,1.6,0.6,,8.0,5.0,,0.0,1.95,0.0,,0.0,,,,0.0,0.02,0.11,,,90.0,450.0,,,,,,,,,,,0.0,4.0,,1.0,0.0,80.0,1.0,1.0,0.02,-0.11,0.0,0.0,,7.06,,0.0,- - -,18.0
2025-2026,Leandro Barreiro - Luxembourger,26,Int,,"DM, M (C)",Burnley - Sky Bet Championship,,,28000000.0,39000000.0,89.0,2.38,93.0,116.0,80.0,0.69,41.0,0.28,11.0,0.28,0.1,4.0,27.0,,,,,4.17,163.0,3.1,121.0,10.16,397.0,14.95,6.22,51.76,2022.0,58.18,2273.0,89.0,0.95,37.0,0.15,6.0,0.41,16.0,33.0,2.0,0.0,0.15,6.0,0.95,37.0,0.03,1.66,65.0,14.08,47.0,1.08,42.0,1.2,1.0,0.0,,,,0.09,0.56,22.0,8.3,324.9,0.15,6.0,0.46,18.0,37.0,11.0,0.84,33.0,24.0,0.61,0.38,15.0,0.26,2.28,42.0,1.0,10.0,2.32,,1.59,1.13,,62.0,41.0,,1.0,1.81,2.0,,0.0,,,,0.0,0.06,2.32,344.0,,83.71,3516.0,,,,6.81,2.0,8.0,2.0,0.08,,,3.0,21.0,,8.0,13.0,50.0,62.0,28.0,0.06,0.68,0.23,9.03,,7.02,1172.0,10.0,- - -,13.0
2025-2026,Carlos Augusto - Brazilian,27,Int,,"D (LC), WB/M (L)",Man UFC - English Premier Division,,,33000000.0,40000000.0,31.0,2.37,14.0,18.0,78.0,0.34,0.0,0.0,0.0,0.17,0.51,3.0,2.0,,,,,8.81,52.0,2.54,15.0,8.14,48.0,13.56,9.49,59.49,351.0,63.9,377.0,93.0,0.51,3.0,0.17,1.0,1.36,8.0,13.0,0.0,0.0,0.0,0.0,0.51,3.0,0.0,2.03,12.0,13.05,74.0,3.9,23.0,1.36,0.0,0.0,,,,0.07,1.53,9.0,8.4,49.6,0.17,1.0,1.36,8.0,12.0,,1.02,6.0,2.0,0.34,0.68,4.0,0.17,5.25,12.0,9.0,1.0,0.14,,2.2,0.68,,13.0,3.0,,0.0,1.58,0.0,,0.0,,,,0.0,0.02,0.14,,,44.25,531.0,,,,7.6,0.0,1.0,0.0,,,,0.0,5.0,,3.0,4.0,42.0,6.0,5.0,0.02,-0.14,0.03,0.18,,6.84,,1.0,- - -,15.0
2025-2026,Matthias Braunöder - Austrian,24,Int,,"DM, M (C)",FK Austria Vienna - Austrian Premier Division,,,13000000.0,16000000.0,55.0,2.16,68.0,79.0,86.0,1.08,38.0,0.41,13.0,0.19,0.03,1.0,34.0,,,,,1.69,53.0,1.34,42.0,4.93,155.0,10.09,3.31,29.51,927.0,36.48,1146.0,81.0,0.48,15.0,0.13,4.0,0.48,15.0,27.0,2.0,0.0,0.03,1.0,0.48,15.0,0.03,0.76,24.0,6.56,36.0,0.64,20.0,1.11,2.0,1.0,,,,0.09,0.67,21.0,4.0,124.8,0.13,4.0,0.48,15.0,26.0,21.0,0.41,13.0,6.0,0.19,0.29,9.0,0.16,1.75,33.0,1.0,0.0,3.15,,1.02,0.54,,32.0,32.0,,0.0,1.67,0.0,,0.0,,,,0.0,0.1,3.15,0.0,,85.67,2827.0,,,,6.6,0.0,1.0,1.0,0.22,,,7.0,12.0,,2.0,19.0,36.0,20.0,28.0,0.1,3.85,0.12,3.76,,7.16,403.86,5.0,- - -,14.0
2025-2026,Kamil Grabara - Polish,27,Int,,GK,VfL Wolfsburg - Bundesliga,,,17500000.0,28000000.0,,0.0,0.0,5.0,0.0,,,,,,,,0.0,23.0,66.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,5.12,23.9,980.0,27.15,1113.0,88.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.02,1.0,0.0,,,,,,,88.0,0.07,2.72,0.0,,0.0,3.9,158.3,,,,,,,0.8,,0.0,,,,,,41.0,0.0,1.0,0.0,3.0,1.17,1.2,49.0,48.0,41.0,10.0,0.0,1.59,4.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,169.0,90.0,3690.0,,,3.0,6.7,0.0,2.0,0.0,,1.2,49.0,0.0,19.0,,14.0,8.0,46.0,1.0,18.0,0.0,0.0,0.0,0.0,0.24,6.85,,0.0,- - -,10-12
2025-2026,Borja Sainz - Spanish,25,,,M/AM (L),Norwich - English Premier Division,,,1600000.0,3200000.0,181.0,2.55,77.0,94.0,82.0,0.3,44.0,0.13,4.0,0.13,0.0,0.0,9.0,,,,,3.57,108.0,3.01,91.0,11.75,355.0,4.47,18.33,25.78,779.0,30.9,934.0,83.0,1.19,36.0,0.5,15.0,3.11,94.0,16.0,4.0,0.0,0.0,0.0,1.19,36.0,0.0,2.22,67.0,16.51,16.0,0.96,29.0,5.03,1.0,0.0,,,,0.06,3.41,103.0,8.1,245.8,0.5,15.0,3.11,94.0,15.0,11.0,0.79,24.0,8.0,0.26,0.5,15.0,0.13,5.99,37.0,0.0,0.0,0.58,,1.09,2.18,,33.0,37.0,,0.0,0.68,1.0,,0.0,,,,0.0,0.02,0.58,1010.0,,73.51,2720.0,,,,,,,,0.03,,,1.0,6.0,,24.0,7.0,16.0,51.0,32.0,0.02,0.42,0.14,4.21,,6.88,2720.0,4.0,- - -,15.0
2025-2026,Filip Jörgensen - Danish,24,Int,,GK,Villarreal - Spanish First Division,,,15000000.0,22000000.0,,0.03,1.0,2.0,50.0,,,,,,,,0.0,22.0,58.0,42.0,76.0,0.43,16.0,0.0,0.0,0.0,0.0,3.69,7.56,21.47,798.0,27.36,1017.0,78.0,0.0,0.0,,,,,,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.05,,,,,,,85.0,0.21,7.95,0.0,,0.0,4.1,151.9,,,,,,,3.61,,0.0,,,,,,37.0,0.0,0.0,0.0,3.0,1.64,1.05,39.0,61.0,37.0,13.0,0.0,2.0,4.0,,0.0,50.0,1.0,2.0,0.0,0.0,0.0,,1.0,90.41,3345.0,,,5.0,7.13,0.0,6.0,0.0,,1.05,39.0,0.0,22.0,,7.0,8.0,59.0,0.0,4.0,0.0,0.0,0.0,0.0,0.35,6.88,,0.0,- - -,12.0
2025-2026,Francis Onyeka - German,19,,Javier Ribalta (3/25/2026),"M (C), AM (RLC)",Bayer 04 - Bundesliga,,,10000000.0,12500000.0,44.0,1.63,15.0,20.0,75.0,2.94,52.0,1.53,14.0,0.76,0.11,1.0,27.0,,,,,1.31,12.0,3.16,29.0,11.44,105.0,5.23,17.98,34.0,312.0,38.14,350.0,89.0,0.87,8.0,0.11,1.0,0.98,9.0,18.0,1.0,0.0,0.11,1.0,0.98,9.0,0.0,1.31,12.0,11.77,30.0,1.42,13.0,3.38,2.0,0.0,,,,0.15,2.18,20.0,8.4,77.1,0.22,2.0,1.2,11.0,11.0,7.0,0.33,3.0,4.0,0.44,0.22,2.0,0.33,4.79,23.0,17.0,0.0,4.09,,1.42,1.85,,13.0,6.0,,0.0,1.61,1.0,,0.0,,,,0.0,0.45,4.09,335.0,,35.91,826.0,,,,,,,,0.22,,,2.0,11.0,,8.0,4.0,48.0,7.0,12.0,0.45,-2.09,0.15,1.36,,6.91,413.0,3.0,- - -,14.0
2025-2026,Marc Cucurella - Spanish,27,Wnt,,"D (LC), WB/M (L)",Chelsea - English Premier Division,,,46000000.0,69000000.0,67.0,2.37,53.0,71.0,75.0,0.27,33.0,0.09,2.0,0.13,0.18,4.0,6.0,,,,,6.84,153.0,2.91,65.0,7.96,178.0,12.79,10.51,51.17,1144.0,56.23,1257.0,91.0,1.03,23.0,0.27,6.0,1.48,33.0,17.0,1.0,0.0,0.04,1.0,1.16,26.0,0.09,2.77,62.0,14.54,54.0,1.61,36.0,1.39,1.0,0.0,,,,0.1,1.66,37.0,8.2,182.7,0.36,8.0,2.06,46.0,18.0,17.0,0.98,22.0,8.0,0.36,0.31,7.0,0.13,3.0,39.0,24.0,2.0,0.6,,1.66,1.34,,37.0,15.0,,0.0,1.64,0.0,,0.0,,,,0.0,0.03,0.6,261.0,,51.59,2012.0,,,,6.9,0.0,2.0,2.0,0.04,,,1.0,18.0,,11.0,10.0,46.0,22.0,14.0,0.03,0.4,0.13,2.99,,6.87,2012.0,3.0,- - -,16.0
2025-2026,Allan Saint-Maximin - French,29,,,AM (RLC),Al-Ahli (KSA) - Saudi Professional League,,,950000.0,9800000.0,0.0,1.12,48.0,67.0,72.0,2.93,53.0,1.56,67.0,0.0,0.0,0.0,126.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26,527.0,20.0,860.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,0.0,0.0,0.0,,,0.0,0.28,,43.0,0.0,0.0,12.24,,0.0,0.0,,0.0,43.0,,0.0,1.0,4.0,,0.0,,,,0.0,0.28,12.24,0.0,,90.0,3870.0,,,,,,,,0.49,,,21.0,0.0,,0.0,43.0,0.0,33.0,78.0,0.28,8.76,0.05,2.25,,7.55,184.29,12.0,- - -,15-17
