Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
- -,23,Int,,,,,,45000000.0,55000000.0,172.0,3.77,135.0,167.0,81.0,0.28,10.0,0.03,1.0,0.11,0.45,16.0,10.0,,,,,6.49,232.0,3.49,125.0,9.28,332.0,11.8,12.78,44.04,1575.0,51.25,1833.0,86.0,1.01,36.0,0.36,13.0,1.68,60.0,21.0,2.0,0.0,0.25,9.0,1.03,37.0,0.39,2.54,91.0,13.78,58.0,2.8,100.0,2.01,0.0,0.0,,,,0.07,0.92,33.0,7.8mi,280.7mi,0.36,13.0,1.73,62.0,21.0,,1.29,46.0,9.0,0.25,0.53,19.0,0.03,4.81,37.0,1.0,8.0,0.71,,1.4,1.26,,50.0,36.0,,0.0,1.38,0.0,,0.0,,,,0.0,0.02,0.71,,,87.0,3219.0,,,,6.78,0.0,8.0,6.0,,,,0.0,14.0,,14.0,9.0,38.0,45.0,28.0,0.02,-0.71,0.07,2.4,,6.84,,1.0,- - -,15.0
- -,24,Wnt,,,,,,21000000.0,21000000.0,75.0,2.28,69.0,84.0,82.0,0.83,40.0,0.33,10.0,0.3,0.1,3.0,25.0,,,,,4.34,131.0,2.65,80.0,9.8,296.0,11.49,8.04,50.08,1513.0,54.62,1650.0,92.0,1.26,38.0,0.1,3.0,0.5,15.0,20.0,1.0,0.0,0.0,0.0,1.26,38.0,0.07,1.52,46.0,11.75,51.0,1.26,38.0,1.22,0.0,0.0,,,,0.08,1.32,40.0,8.1mi,245.1mi,0.1,3.0,0.5,15.0,20.0,12.0,0.83,25.0,12.0,0.4,0.43,13.0,0.23,2.48,33.0,0.0,4.0,2.07,,1.16,1.03,,35.0,33.0,,0.0,1.42,1.0,,0.0,,,,0.0,0.07,2.07,262.0,,82.39,2719.0,,,,,,,,0.1,,,3.0,13.0,,12.0,8.0,39.0,56.0,24.0,0.07,0.93,0.11,3.32,,7.04,906.33,7.0,- - -,14.0
- -,23,,,,,,,90000000.0,90000000.0,,0.02,1.0,8.0,13.0,,,,,,,,0.0,24.0,80.0,50.0,72.0,0.54,25.0,0.0,0.0,0.0,0.0,3.58,9.98,18.15,842.0,27.87,1293.0,65.0,0.0,0.0,,,,,,0.0,3.0,0.0,0.0,,0.0,0.0,0.04,2.0,0.11,,,,,,,85.0,-0.04,-2.08,0.0,,0.0,4.0mi,184.4mi,,,,,,,4.42,,0.0,,,,,,47.0,0.0,0.0,0.0,3.0,1.21,1.36,63.0,56.0,47.0,10.0,0.0,1.21,0.0,,0.0,13.0,1.0,8.0,0.0,0.0,0.0,,19.0,88.85,4176.0,,,2.0,7.07,0.0,3.0,0.0,,1.36,63.0,0.0,16.0,,22.0,9.0,34.0,0.0,9.0,0.0,0.0,0.0,0.0,0.22,6.57,,0.0,- - -,12.0
- -,22,Wnt,,,,,,9800000.0,11500000.0,0.0,2.25,10.0,10.0,100.0,1.35,33.0,0.45,2.0,0.0,0.0,0.0,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,92.0,31.5,140.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.09,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.22,,7.0,4.0,0.0,0.53,,0.0,0.0,,0.0,3.0,,0.0,1.15,0.0,,0.0,,,,0.0,0.12,0.53,,,57.14,400.0,,,,,,,,,,,0.0,0.0,,0.0,7.0,0.0,7.0,5.0,0.12,-0.53,0.0,0.0,,6.47,,1.0,- - -,13.0
- -,21,Loa,Budimir Vujacic (3/12/2025),,,,,47000000.0,56000000.0,30.0,1.91,21.0,28.0,75.0,1.63,44.0,0.73,8.0,0.64,0.0,0.0,18.0,,,,,3.08,34.0,2.9,32.0,10.07,111.0,13.06,12.34,45.54,502.0,51.44,567.0,89.0,1.0,11.0,0.09,1.0,1.27,14.0,7.0,0.0,0.0,0.0,0.0,1.0,11.0,0.09,1.45,16.0,13.43,63.0,1.72,19.0,1.0,0.0,0.0,,,,0.09,1.27,14.0,8.3mi,91.8mi,0.09,1.0,1.27,14.0,7.0,6.0,0.18,2.0,2.0,0.18,0.27,3.0,,2.72,28.0,19.0,0.0,1.7,,1.63,1.18,,18.0,9.0,,0.0,1.61,0.0,,0.0,,,,0.0,0.15,1.7,714.0,,35.43,992.0,,,,7.3,0.0,6.0,6.0,0.09,,,1.0,12.0,,7.0,9.0,43.0,13.0,4.0,0.15,-0.7,0.12,1.29,,6.79,992.0,0.0,- - -,14.0
- -,20,Wnt,,,,,,5800000.0,5800000.0,113.0,2.12,73.0,101.0,72.0,0.41,7.0,0.03,1.0,0.17,0.23,8.0,14.0,,,,,5.29,182.0,2.53,87.0,9.48,326.0,12.1,6.4,48.96,1683.0,54.19,1863.0,90.0,1.02,35.0,0.06,2.0,0.26,9.0,22.0,0.0,0.0,0.2,7.0,1.02,35.0,0.12,1.83,63.0,11.98,54.0,1.77,61.0,1.51,0.0,0.0,,,,0.09,0.61,21.0,8.1mi,280.1mi,0.06,2.0,0.26,9.0,22.0,,0.99,34.0,9.0,0.26,0.32,11.0,0.17,3.29,35.0,0.0,4.0,1.27,,0.84,1.34,,29.0,35.0,,0.0,0.91,2.0,,0.0,,,,0.0,0.04,1.27,,,88.4,3094.0,,,,,,,,,,,0.0,7.0,,17.0,11.0,20.0,26.0,24.0,0.04,-1.27,0.07,2.4,,6.99,,6.0,- - -,13.0
- -,24,Wnt,5 Focuses,,,,,76000000.0,92000000.0,96.0,1.82,35.0,41.0,85.0,3.28,35.0,1.14,22.0,1.2,0.1,2.0,63.0,,,,,1.72,33.0,3.12,60.0,11.6,223.0,9.88,15.66,29.71,571.0,34.7,667.0,86.0,0.88,17.0,0.1,2.0,0.99,19.0,11.0,2.0,0.0,0.05,1.0,0.88,17.0,0.0,2.08,40.0,15.09,30.0,1.51,29.0,3.49,3.0,0.0,,,,0.08,1.92,37.0,8.6mi,164.7mi,0.1,2.0,0.99,19.0,10.0,11.0,0.68,13.0,4.0,0.21,0.31,6.0,0.1,4.99,45.0,32.0,0.0,5.09,,1.14,1.14,,22.0,13.0,,0.0,1.4,1.0,,0.0,,,,0.0,0.26,5.09,228.0,,38.44,1730.0,,,,,,,,0.36,,,7.0,17.0,,16.0,12.0,38.0,3.0,25.0,0.26,1.91,0.15,2.94,,6.81,247.14,2.0,- - -,15.0
- -,26,,,,,,,36000000.0,43000000.0,188.0,3.37,132.0,170.0,78.0,0.15,50.0,0.08,3.0,0.08,0.79,31.0,6.0,,,,,5.56,218.0,3.16,124.0,9.7,380.0,10.67,14.29,47.28,1853.0,53.0,2077.0,89.0,0.74,29.0,0.2,8.0,2.14,84.0,9.0,1.0,0.0,0.18,7.0,0.74,29.0,0.48,2.25,88.0,16.59,68.0,3.27,128.0,1.53,0.0,0.0,,,,0.06,1.25,49.0,8.1mi,318.3mi,0.2,8.0,2.17,85.0,9.0,,1.22,48.0,3.0,0.08,0.61,24.0,0.1,4.8,40.0,0.0,6.0,0.33,,1.3,1.38,,51.0,40.0,,1.0,1.25,3.0,,0.0,,,,0.0,0.01,0.33,,,88.17,3527.0,,,,7.6,0.0,5.0,4.0,,,,0.0,14.0,,18.0,8.0,35.0,51.0,29.0,0.01,-0.33,0.08,3.02,,6.88,,4.0,- - -,15.0
- -,25,,,,,,,120000000.0,140000000.0,96.0,2.74,68.0,78.0,87.0,1.49,35.0,0.52,13.0,0.32,0.0,0.0,37.0,,,,,3.18,79.0,3.3,82.0,12.79,318.0,3.58,17.34,30.34,754.0,35.24,876.0,86.0,1.49,37.0,0.4,10.0,3.22,80.0,13.0,6.0,0.0,0.04,1.0,1.49,37.0,0.0,1.81,45.0,14.44,16.0,0.6,15.0,3.26,2.0,1.0,,,,0.15,3.66,91.0,7.8mi,194.6mi,0.56,14.0,4.51,112.0,12.0,11.0,0.76,19.0,7.0,0.28,0.32,8.0,0.08,3.86,35.0,0.0,2.0,5.6,,1.17,1.65,,29.0,35.0,,1.0,0.97,2.0,,0.0,,,,0.0,0.23,5.6,722.0,,63.91,2237.0,,,,,,,,0.16,,,4.0,9.0,,19.0,7.0,26.0,39.0,29.0,0.23,-1.6,0.11,2.69,,6.9,559.25,2.0,- - -,16.0
- -,21,Wnt,,,,,,17000000.0,17000000.0,69.0,2.45,52.0,61.0,85.0,1.04,32.0,0.33,7.0,0.33,0.0,0.0,22.0,,,,,5.55,118.0,2.68,57.0,10.26,218.0,15.53,10.3,43.85,932.0,49.21,1046.0,89.0,1.27,27.0,0.24,5.0,1.18,25.0,20.0,1.0,0.0,0.09,2.0,1.27,27.0,0.09,2.45,52.0,12.61,49.0,1.6,34.0,1.65,1.0,1.0,,,,0.16,1.55,33.0,7.7mi,164.2mi,0.24,5.0,1.18,25.0,20.0,5.0,0.71,15.0,8.0,0.38,0.56,12.0,0.19,3.25,25.0,1.0,3.0,3.45,,1.79,0.66,,38.0,24.0,,0.0,1.88,0.0,,0.0,,,,0.0,0.16,3.45,110.0,,76.52,1913.0,,,,,,,,0.05,,,1.0,13.0,,4.0,8.0,52.0,25.0,23.0,0.16,-2.45,0.11,2.41,,6.94,1913.0,4.0,- - -,14.0
- -,22,Wnt,Bojan Krkic (4/20/2025),,,,,25000000.0,30000000.0,7.0,2.22,6.0,7.0,86.0,4.81,38.0,1.85,5.0,2.96,0.37,1.0,13.0,,,,,4.07,11.0,2.59,7.0,8.52,23.0,5.56,10.74,38.15,103.0,42.22,114.0,90.0,1.48,4.0,0.74,2.0,1.85,5.0,32.0,0.0,0.0,0.0,0.0,4.07,11.0,0.0,0.74,2.0,14.07,0.0,0.0,0.0,2.59,0.0,1.0,,,,0.08,1.11,3.0,8.6mi,23.1mi,2.96,8.0,9.26,25.0,40.0,,1.11,3.0,1.0,0.37,0.37,1.0,0.37,2.59,9.0,8.0,0.0,1.08,,1.85,0.37,,5.0,1.0,,0.0,2.05,0.0,,0.0,,,,0.0,0.4,1.08,,,27.0,243.0,,,,,,,,,,,0.0,6.0,,2.0,1.0,67.0,1.0,2.0,0.4,-1.08,0.27,0.73,,6.7,,1.0,- - -,13.0
- -,20,,3 Focuses,,,,,36000000.0,50000000.0,44.0,2.77,42.0,56.0,75.0,0.59,67.0,0.4,6.0,0.26,0.13,2.0,9.0,,,,,5.21,79.0,3.37,51.0,9.57,145.0,11.28,6.2,48.89,741.0,53.38,809.0,92.0,0.99,15.0,0.07,1.0,0.59,9.0,11.0,2.0,0.0,0.0,0.0,0.99,15.0,0.26,1.06,16.0,12.73,55.0,1.58,24.0,1.32,1.0,0.0,,,,0.05,0.59,9.0,8.1mi,122.2mi,0.07,1.0,0.59,9.0,11.0,,0.79,12.0,8.0,0.53,0.26,4.0,0.26,2.9,29.0,16.0,0.0,0.41,,1.65,0.79,,25.0,13.0,,0.0,2.0,0.0,,0.0,,,,0.0,0.03,0.41,,,47.03,1364.0,,,,,,,,,,,0.0,18.0,,7.0,4.0,62.0,15.0,4.0,0.03,-0.41,0.21,3.24,,6.78,,4.0,- - -,13.0
- -,23,Int,,,,,,100000000.0,118000000.0,65.0,2.0,50.0,67.0,75.0,0.08,0.0,0.0,0.0,0.04,0.12,3.0,2.0,,,,,5.28,132.0,2.88,72.0,10.97,274.0,10.57,7.93,51.05,1275.0,56.57,1413.0,90.0,1.8,45.0,0.12,3.0,0.44,11.0,27.0,0.0,0.0,0.04,1.0,1.84,46.0,0.08,1.68,42.0,11.33,23.0,0.6,15.0,2.0,0.0,0.0,,,,0.05,0.6,15.0,8.0mi,199.1mi,0.12,3.0,0.44,11.0,27.0,,0.8,20.0,4.0,0.16,0.48,12.0,0.2,2.6,38.0,9.0,0.0,0.1,,1.44,1.2,,36.0,29.0,,0.0,1.63,1.0,,0.0,,,,0.0,0.0,0.1,,,59.16,2248.0,,,,6.7,0.0,6.0,5.0,,,,0.0,18.0,,12.0,8.0,47.0,13.0,13.0,0.0,-0.1,0.16,3.9,,6.85,,5.0,- - -,15.0
- -,19,,,,,,,30000000.0,35000000.0,259.0,1.19,44.0,50.0,88.0,0.35,15.0,0.05,2.0,0.11,0.49,18.0,13.0,,,,,4.16,153.0,1.17,43.0,3.23,119.0,15.72,2.85,56.89,2095.0,62.65,2307.0,91.0,0.14,5.0,0.0,0.0,0.05,2.0,0.0,0.0,0.0,0.22,8.0,0.14,5.0,0.9,2.06,76.0,4.7,76.0,5.35,197.0,1.68,0.0,0.0,,,,0.09,0.11,4.0,7.0mi,258.9mi,0.0,0.0,0.05,2.0,,,1.06,39.0,2.0,0.05,0.68,25.0,,7.03,40.0,0.0,2.0,1.13,,1.17,1.14,,43.0,40.0,,1.0,1.32,1.0,,0.0,,,,0.0,0.03,1.13,,,82.85,3314.0,,,,,,,,,,,0.0,13.0,,13.0,14.0,33.0,13.0,13.0,0.03,-1.13,0.05,1.67,,6.84,,0.0,- - -,15.0
- -,19,Sct,,,,,,67000000.0,82000000.0,36.0,3.31,38.0,48.0,79.0,0.44,40.0,0.17,2.0,0.17,0.17,2.0,5.0,,,,,4.87,56.0,3.31,38.0,10.18,117.0,9.66,8.7,50.83,584.0,56.58,650.0,90.0,1.22,14.0,0.09,1.0,0.44,5.0,20.0,0.0,0.0,0.26,3.0,1.22,14.0,0.09,1.31,15.0,12.01,47.0,1.48,17.0,1.65,0.0,0.0,,,,0.1,0.78,9.0,8.2mi,94.6mi,0.09,1.0,0.44,5.0,20.0,20.0,1.04,12.0,1.0,0.09,0.44,5.0,0.17,3.13,24.0,14.0,3.0,0.48,,1.04,0.96,,12.0,10.0,,0.0,1.21,1.0,,0.0,,,,0.0,0.04,0.48,556.0,,43.08,1034.0,,,,,,,,0.09,,,1.0,7.0,,9.0,8.0,29.0,15.0,9.0,0.04,0.52,0.03,0.37,,6.86,1034.0,2.0,- - -,12.0
- -,19,,,,,,,64000000.0,79000000.0,347.0,1.4,64.0,85.0,75.0,0.7,22.0,0.15,7.0,0.35,0.81,37.0,32.0,,,,,4.36,199.0,1.29,59.0,3.37,154.0,15.28,3.48,53.89,2461.0,58.25,2660.0,93.0,0.24,11.0,0.04,2.0,0.07,3.0,67.0,2.0,0.0,0.35,16.0,0.24,11.0,1.12,1.91,87.0,4.77,78.0,5.91,270.0,1.69,0.0,0.0,,,,0.09,0.26,12.0,6.9mi,316.5mi,0.04,2.0,0.07,3.0,66.0,13.0,1.2,55.0,3.0,0.07,0.42,19.0,0.04,7.6,46.0,0.0,4.0,2.89,,1.62,1.31,,74.0,46.0,,0.0,1.7,4.0,,0.0,,,,0.0,0.06,2.89,759.0,,89.35,4110.0,,,,,,,,0.09,,,4.0,23.0,,14.0,9.0,50.0,31.0,9.0,0.06,1.11,0.04,1.82,,7.03,1027.5,2.0,- - -,13.0
- -,19,Wnt,,,,,,27000000.0,27000000.0,100.0,1.73,49.0,69.0,71.0,1.73,29.0,0.5,14.0,0.53,0.04,1.0,49.0,,,,,3.43,97.0,2.87,81.0,9.87,279.0,11.68,10.48,38.43,1086.0,44.56,1259.0,86.0,1.38,39.0,0.35,10.0,1.34,38.0,26.0,5.0,0.0,0.04,1.0,1.38,39.0,0.07,1.63,46.0,12.0,52.0,1.84,52.0,1.7,3.0,0.0,,,,0.13,1.56,44.0,7.8mi,220.5mi,0.35,10.0,1.34,38.0,26.0,10.0,0.5,14.0,6.0,0.21,0.18,5.0,0.11,3.54,31.0,0.0,1.0,6.61,,0.92,1.49,,26.0,31.0,,0.0,0.87,0.0,100.0,1.0,,,,1.0,0.23,6.61,400.0,,82.03,2543.0,,,,,,,,0.18,,,5.0,7.0,,18.0,6.0,23.0,24.0,38.0,0.23,-1.61,0.22,6.15,,6.96,508.6,3.0,- - -,14.0
- -,19,Inj,,,,,,24000000.0,29000000.0,352.0,1.46,52.0,62.0,84.0,3.02,46.0,1.4,50.0,0.87,0.0,0.0,108.0,,,,,1.04,37.0,1.79,64.0,7.67,274.0,3.33,11.31,18.11,647.0,21.8,779.0,83.0,0.9,32.0,0.17,6.0,0.56,20.0,25.0,27.0,0.0,0.0,0.0,0.98,35.0,0.08,0.87,31.0,6.69,35.0,3.44,123.0,6.41,4.0,0.0,,,,0.1,1.04,37.0,7.4mi,263.2mi,0.22,8.0,0.9,32.0,30.0,12.0,0.34,12.0,9.0,0.25,0.06,2.0,0.11,9.85,47.0,0.0,0.0,11.05,,1.46,1.29,,52.0,47.0,,0.0,1.72,1.0,,0.0,,,,0.0,0.31,11.05,581.0,,68.43,3216.0,,,,,,,,0.36,,,13.0,24.0,,14.0,9.0,51.0,50.0,79.0,0.31,1.95,0.08,3.01,,6.82,247.38,4.0,- - -,14.0
- -,18,Inj,Francis Cagigao,,,,,35000000.0,42000000.0,15.0,1.03,3.0,3.0,100.0,1.72,40.0,0.69,2.0,0.0,0.0,0.0,5.0,,,,,3.1,9.0,1.38,4.0,10.0,29.0,5.17,16.55,33.45,97.0,39.31,114.0,85.0,1.38,4.0,0.34,1.0,2.07,6.0,17.0,1.0,0.0,0.0,0.0,1.38,4.0,0.0,1.38,4.0,11.72,53.0,2.76,8.0,2.41,0.0,0.0,,,,0.08,1.38,4.0,8.1mi,23.4mi,0.34,1.0,2.07,6.0,16.0,,0.34,1.0,2.0,0.69,,0.0,,5.17,6.0,4.0,0.0,0.38,,1.38,0.69,,4.0,2.0,,0.0,1.8,0.0,,0.0,,,,0.0,0.13,0.38,,,43.5,261.0,,,,,,,,,,,0.0,4.0,,2.0,0.0,67.0,1.0,3.0,0.13,-0.38,0.15,0.43,,6.6,,0.0,- - -,14.0
- -,19,,,,,,,6400000.0,9200000.0,9.0,1.55,5.0,8.0,63.0,0.62,50.0,0.31,1.0,0.31,0.0,0.0,2.0,,,,,4.03,13.0,3.41,11.0,8.38,27.0,7.45,9.62,43.14,139.0,48.41,156.0,89.0,1.24,4.0,0.31,1.0,0.62,2.0,50.0,0.0,0.0,0.0,0.0,1.24,4.0,0.0,1.24,4.0,9.62,11.0,0.31,1.0,2.48,0.0,0.0,,,,0.1,0.31,1.0,7.3mi,23.6mi,0.31,1.0,0.62,2.0,50.0,50.0,0.62,2.0,1.0,0.31,,0.0,,2.79,7.0,5.0,1.0,0.19,,0.93,1.55,,3.0,2.0,,0.0,1.35,0.0,,0.0,,,,0.0,0.06,0.19,0.0,,41.43,290.0,,,,,,,,0.31,,,1.0,2.0,,2.0,3.0,29.0,7.0,3.0,0.06,0.81,0.0,0.01,,6.65,290.0,0.0,- - -,12.0
- -,21,Loa,,,,,,38000000.0,46000000.0,6.0,1.12,1.0,1.0,100.0,,,,,0.0,0.0,0.0,0.0,,,,,1.12,1.0,1.12,1.0,13.5,12.0,2.25,20.25,32.62,29.0,38.25,34.0,85.0,0.0,0.0,0.0,0.0,2.25,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.12,1.0,13.5,67.0,4.5,4.0,2.25,0.0,0.0,,,,0.0,1.12,1.0,0.0mi,8.1mi,0.0,0.0,2.25,2.0,,,0.0,0.0,0.0,,1.12,1.0,,6.75,4.0,4.0,0.0,0.0,,1.12,1.12,,1.0,,,0.0,1.6,0.0,,0.0,,,,0.0,0.0,0.0,,,20.0,80.0,,,,,,,,,,,0.0,2.0,,1.0,1.0,50.0,3.0,2.0,0.0,0.0,0.33,0.29,,6.63,,0.0,- - -,14.0
- -,19,,,,,,,Not for Sale,Not for Sale,0.0,0.6,6.0,10.0,60.0,2.5,36.0,0.9,9.0,0.0,0.0,0.0,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,124.0,20.0,200.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.13,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,0.0,,,0.0,0.3,,10.0,0.0,0.0,3.24,,0.0,0.0,,0.0,10.0,,0.0,1.0,0.0,,0.0,,,,0.0,0.32,3.24,0.0,,90.0,900.0,,,,,,,,0.5,,,5.0,0.0,,0.0,10.0,0.0,6.0,8.0,0.32,1.76,0.04,0.45,,7.27,180.0,3.0,- - -,13.0
- -,20,,Javier Ribalta (1/30/2025),,,,,40000000.0,58000000.0,0.0,1.11,36.0,62.0,58.0,2.48,54.0,1.33,43.0,0.0,0.0,0.0,80.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95,483.0,21.05,680.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.1,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,,,0.0,0.22,,34.0,2.0,0.0,7.98,,0.0,0.0,,0.0,32.0,,0.0,1.0,3.0,,0.0,,,,0.0,0.25,7.98,0.0,,85.5,2907.0,,,,,,,,0.06,,,2.0,0.0,,0.0,34.0,0.0,32.0,64.0,0.25,-5.98,0.0,0.0,,7.44,1453.5,7.0,- - -,15.0
- -,20,Wnt,,,,,,12500000.0,15000000.0,66.0,2.38,44.0,54.0,81.0,1.57,31.0,0.49,9.0,0.7,0.0,0.0,29.0,,,,,3.62,67.0,2.75,51.0,10.74,199.0,18.09,7.45,37.47,694.0,44.54,825.0,84.0,1.13,21.0,0.22,4.0,0.92,17.0,24.0,0.0,0.0,0.0,0.0,1.19,22.0,0.05,1.73,32.0,9.66,38.0,1.35,25.0,2.21,4.0,1.0,,,,0.11,0.81,15.0,7.3mi,134.8mi,0.22,4.0,0.92,17.0,23.0,10.0,0.54,10.0,9.0,0.49,0.32,6.0,0.27,3.56,23.0,2.0,1.0,3.24,,2.21,0.81,,41.0,21.0,,0.0,2.26,0.0,,0.0,,,,0.0,0.17,3.24,0.0,,72.48,1667.0,,,,,,,,0.16,,,3.0,15.0,,1.0,7.0,65.0,18.0,24.0,0.17,-0.24,0.18,3.36,,6.91,555.67,5.0,- - -,14.0
- -,21,Int,,,,,,31000000.0,45000000.0,10.0,2.21,3.0,4.0,75.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,3.69,5.0,1.48,2.0,13.28,18.0,7.38,24.34,33.93,46.0,38.36,52.0,88.0,0.74,1.0,0.74,1.0,6.64,9.0,11.0,0.0,0.0,0.0,0.0,0.74,1.0,0.0,2.21,3.0,19.18,20.0,1.48,2.0,5.9,0.0,0.0,,,,0.05,3.69,5.0,9.4mi,12.7mi,0.74,1.0,6.64,9.0,11.0,,0.74,1.0,0.0,,,0.0,,7.38,4.0,3.0,0.0,0.05,,1.48,1.48,,2.0,1.0,,0.0,1.5,0.0,,0.0,,,,0.0,0.04,0.05,,,30.5,122.0,,,,6.57,1.0,3.0,0.0,,,,0.0,2.0,,2.0,0.0,50.0,3.0,0.0,0.04,-0.05,0.0,0.0,,6.55,,0.0,- - -,16.0
- -,20,,Javier Ribalta (1/30/2025),,,,,33000000.0,41000000.0,0.0,1.14,8.0,14.0,57.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,96.0,20.0,140.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.04,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.14,,7.0,0.0,0.0,0.17,,0.0,0.0,,0.0,7.0,,0.0,1.15,0.0,,0.0,,,,0.0,0.02,0.17,,,90.0,630.0,,,,,,,,,,,0.0,0.0,,0.0,7.0,0.0,6.0,10.0,0.02,-0.17,0.0,0.0,,7.17,,1.0,- - -,15.0
- -,19,,,,,,,9400000.0,13500000.0,61.0,1.09,7.0,10.0,70.0,0.47,33.0,0.16,1.0,0.16,0.47,3.0,3.0,,,,,4.83,31.0,1.25,8.0,3.58,23.0,11.99,4.05,57.46,369.0,60.57,389.0,95.0,0.16,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.16,1.0,1.09,1.4,9.0,3.11,62.0,5.92,38.0,3.58,0.0,0.0,,,,0.08,0.47,3.0,6.8mi,43.6mi,0.0,0.0,0.0,0.0,,33.0,0.78,5.0,0.0,,0.78,5.0,0.16,9.5,7.0,0.0,0.0,0.23,,1.4,1.09,,9.0,7.0,,0.0,1.25,0.0,,0.0,,,,0.0,0.04,0.23,479.0,,82.57,578.0,,,,,,,,0.16,,,1.0,2.0,,3.0,2.0,29.0,5.0,3.0,0.04,0.77,0.09,0.57,,7.03,578.0,1.0,- - -,13.0
- -,20,Wnt,,,,,,9200000.0,9200000.0,201.0,1.45,42.0,49.0,86.0,0.48,21.0,0.1,3.0,0.21,0.66,19.0,14.0,,,,,3.8,110.0,1.11,32.0,3.53,102.0,15.97,3.18,58.33,1687.0,61.44,1777.0,95.0,0.31,9.0,0.0,0.0,0.07,2.0,0.0,0.0,0.0,0.21,6.0,0.31,9.0,0.8,1.59,46.0,4.77,67.0,4.67,135.0,2.28,0.0,0.0,,,,0.07,0.17,5.0,6.8mi,197.8mi,0.0,0.0,0.07,2.0,,7.0,0.97,28.0,1.0,0.03,0.69,20.0,0.07,6.95,30.0,0.0,6.0,0.99,,1.35,1.31,,39.0,30.0,,1.0,1.43,0.0,,0.0,,,,0.0,0.03,0.99,1895.0,,86.77,2603.0,,,,,,,,0.03,,,1.0,12.0,,11.0,7.0,40.0,27.0,16.0,0.03,0.01,0.06,1.65,,6.85,2603.0,2.0,- - -,15.0
